state,state_abb,fips,year,year_frac,law_class,law_class_subtype,handguns_or_long_guns,age_for_minimum_age_laws,length_of_waiting_period_days_handguns,additional_context_and_notes,discrepancies,law_id
California,CA,06,2024,1,prohibited possessor,mental health : adjudicated as mentally incompetent//incapacitated/disabled,handgun and long gun,NA,NA,"If the conservatorship is subsequently terminated before the date listed in the notice to the Department of Justice or the court subsequently finds that possession of a firearm or any other deadly weapon by the person would no longer present a danger to the safety of the person or others, the court shall notify the Department of Justice as soon as possible, but not later than one court day after terminating the conservatorship.",NA,CA1054
California,CA,06,2024,0,prohibited possessor,mental health : committed to mh facility,handgun and long gun,NA,NA,"If possession is not allowed due to not guilty by reason of insanity for cetain felonies (but not others), the court of commitment may find the person to have recovered sanity, pursuant to Section 1026.2 of the Penal Code or the law of any other state or the United States. If possession is not allowed because  incompetent to stand trial, The court shall notify the Department of Justice of the court order finding the person to be mentally incompetent as described in paragraph (1) as soon as possible, but not later than one court day after issuing the order. The court shall also notify the Department of Justice when it finds that the person has recovered his or her competence as soon as possible, but not later than one court day after making the finding.",NA,CA1055
California,CA,06,2024,1,prohibited possessor,mental health : committed to mh facility,handgun and long gun,NA,NA,"Prohibition in (f)(1) states that ""No person described in that sentence shall be ineligible to own, possess, control, receive, or purchase, or attempt to own, possess, control, receive, or purchase any firearm if, prior to being released, the person is declared by the facility to be a person who is likely to use firearms in a safe and lawful manner."" Prohibition in (g)(1)  lasts 5 years.",NA,CA1056
California,CA,06,2024,0,prohibited possessor,dvro ex parte,handgun and long gun,NA,NA,NA,NA,CA1057
California,CA,06,2024,1,prohibited possessor,dvro ex parte : expanded,handgun and long gun,NA,NA,"In 2013, CA added required firearm surrender to this law with: Cal. Fam. Code § 6389 and in 2016 CA added required firearm removal with: Cal. Penal Code § 18250.",NA,CA1058
California,CA,06,2024,0,prohibited possessor,dvro : expanded,handgun and long gun,NA,NA,Initially passed as Cal.Penal Code § 12021. This law includes a firearm surrender requirement. The surrender component of the law was further clarified in 2013 with Cal. Fam. Code § 6389.,NA,CA1059
California,CA,06,2024,1,prohibited possessor,dvro : expanded,handgun and long gun,NA,NA,This law includes a firearm surrender requirement.,NA,CA1060
California,CA,06,2024,1,prohibited possessor,dvro,handgun and long gun,NA,NA,This law includes a firearm removal requirement.,NA,CA1062
California,CA,06,2024,1,prohibited possessor,erpo : expanded,handgun and long gun,NA,NA,ERPOs are called Gun Violence Restraining Orders (GVROs) in California,NA,CA1064
California,CA,06,2024,1,prohibited possessor,erpo : ex parte expanded,handgun and long gun,NA,NA,ERPOs are called Gun Violence Restraining Orders (GVROs) in California,NA,CA1065
California,CA,06,2024,1,safety training required,to purchase,handgun,NA,NA,"Initially implemented as Cal. Penal Code § 12800.  Now, handgun safety certificate or firearm safety certificate can be used.  Cal.Penal Code § 31640(a) provides details about the contents of the firearm safety training: The department shall develop a written objective test, in English and in Spanish, and prescribe its content, form, and manner, to be administered by an instructor certified by the department.

(b) If the person taking the test is unable to read, the test shall be administered orally. If the person taking the test is unable to read English or Spanish, the test may be administered orally by a translator.

(c) The test shall cover, but not be limited to, all of the following:

(1) The laws applicable to carrying and handling firearms, particularly handguns.

(2) The responsibilities of ownership of firearms, particularly handguns.

(3) Current law as it relates to the private sale and transfer of firearms.

(4) Current law as it relates to the permissible use of lethal force.

(5) What constitutes safe firearm storage.

(6) Issues associated with bringing a firearm into the home.

(7) Prevention strategies to address issues associated with bringing firearms into the home.",NA,CA1067
California,CA,06,2024,1,safety training required,to purchase,long gun,NA,NA,"Cal.Penal Code § 31640(a) provides details about the contents of the firearm safety training: The department shall develop a written objective test, in English and in Spanish, and prescribe its content, form, and manner, to be administered by an instructor certified by the department (b) If the person taking the test is unable to read, the test shall be administered orally. If the person taking the test is unable to read English or Spanish, the test may be administered orally by a translator.

(c) The test shall cover, but not be limited to, all of the following:

(1) The laws applicable to carrying and handling firearms, particularly handguns.

(2) The responsibilities of ownership of firearms, particularly handguns.

(3) Current law as it relates to the private sale and transfer of firearms.

(4) Current law as it relates to the permissible use of lethal force.

(5) What constitutes safe firearm storage.

(6) Issues associated with bringing a firearm into the home.

(7) Prevention strategies to address issues associated with bringing firearms into the home.",NA,CA1068
California,CA,06,2024,0,background checks,sales from dealer : federal,handgun,NA,NA,Part of the 1994 Brady Handgun Violence Prevention Act (Interim provisions),NA,CA1072
California,CA,06,2024,1,background checks,sales from dealer : federal,handgun and long gun,NA,NA,The National Instant Criminal Background Check System (NICS) was created in 1998. The Brady Act's interim provisions  requiring background checks for handguns were struck down and replaced with the requirement to conduct background checks on all dealer sales.,NA,CA1073
California,CA,06,2024,1,background checks,extra time,long gun,NA,NA,Gives U.S. Department of Justice up to 30 days to complete a background check before delivery of firearm.,NA,CA1077
California,CA,06,2024,1,safety training required,to purchase,handgun,NA,NA,Prior citation is Cal Penal Code 12072,NA,CA1078
California,CA,06,2024,1,safety training required,to purchase,long gun,NA,NA,NA,NA,CA1079
California,CA,06,2024,1,firearm removal at scene of domestic violence,required,handgun and long gun,NA,NA,Initially pased as Cal. Penal Code ¬ß 12028.5(b).,NA,CA1080
California,CA,06,2024,1,firearms in college/university,private : possession prohibited,handgun,NA,NA,NA,NA,CA1082
California,CA,06,2024,1,firearms in college/university,private : possession prohibited,long gun,NA,NA,NA,NA,CA1083
California,CA,06,2024,0,firearms in college/university,public : CCW allowed,handgun,NA,NA,NA,NA,CA1084
California,CA,06,2024,0,firearms in college/university,public : possession prohibited,handgun,NA,NA,NA,NA,CA1085
California,CA,06,2024,0,firearms in college/university,public : possession prohibited,long gun,NA,NA,Exception for CCW permit holders,NA,CA1086
California,CA,06,2024,1,firearms in college/university,public and private : CCW not allowed,handgun,NA,NA,NA,NA,CA1087
California,CA,06,2024,1,local laws preempted by state,limited,handgun and long gun,NA,NA,"But, exception for County of Los Angeles: (b) Notwithstanding subdivision (a), the County of Los Angeles, and any city within the County of Los Angeles, may enact and enforce an ordinance or resolution that is more restrictive than state law regulating the manufacture, sale, possession, or use of any BB device, toy gun, replica of a firearm, or other device that meets both of the following requirements:

(1) The device is so substantially similar in coloration and overall appearance to an existing firearm as to lead a reasonable person to perceive that the device is a firearm.

(2) The device expels a projectile that is no more than 16 millimeters in diameter.

Credits",NA,CA1088
California,CA,06,2024,0,local laws preempted by state,limited,handgun,NA,NA,Initially passed as Sec. 12026 of the Cal. Penal Code.,NA,CA1089
California,CA,06,2024,1,local laws preempted by state,limited,handgun and long gun,NA,NA,NA,NA,CA1090
California,CA,06,2024,1,required reporting of lost or stolen firearms,lost and stolen firearms,handgun and long gun,NA,NA,NA,NA,CA1093
California,CA,06,2024,0,required reporting of lost or stolen firearms,tracing firearms used in crimes,handgun and long gun,NA,NA,NA,NA,CA1096
California,CA,06,2024,1,required reporting of lost or stolen firearms,tracing firearms used in crimes,handgun and long gun,NA,NA,"Local law enforcement should submit firearms information to the DOJ National Integrated Ballistics Information Network.

The law does not specify if it's for handguns, long guns or both.",NA,CA1098
California,CA,06,2024,1,background checks,sales from dealer,handgun,NA,NA,Prior citation is Cal Penal Code 12072,NA,CA1099
California,CA,06,2024,1,background checks,sales from dealer,long gun,NA,NA,NA,NA,CA1100
California,CA,06,2024,0,required reporting of lost or stolen firearms,tracing firearms used in crimes,handgun and long gun,NA,NA,"Local law enforcement should submit firearms information to the DOJ National Integrated Ballistics Information Network.

The law does not specify longun or handgun, so I assumed.",NA,CA1101
California,CA,06,2024,1,gun trafficking,straw purchase - buyer and seller liability,handgun and long gun,NA,NA,Previous citation of Cal. Penal Code § 27515 was reorganized in 2010.,NA,CA1102
California,CA,06,2024,1,untraceable firearms,prohibited,handgun and long gun,NA,NA,Background Check for Parts,NA,CA1104
California,CA,06,2024,1,untraceable firearms,prohibited,handgun and long gun,NA,NA,Background Check for Assembled Firearms,NA,CA1105
California,CA,06,2024,1,untraceable firearms,prohibited,handgun and long gun,NA,NA,Serial Number Requirement; Some of the law does not take effect until 2019,NA,CA1106
California,CA,06,2024,1,carrying a concealed weapon (ccw),shall issue,handgun,NA,NA,NA,NA,CA1107
California,CA,06,2024,1,firearm sales restrictions,ban on high capacity magazines,handgun and long gun,NA,NA,NA,NA,CA1108
California,CA,06,2024,0,firearm sales restrictions,assault weapons ban — Federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,CA1109
California,CA,06,2024,0,firearm sales restrictions,ban on high capacity magazines – federal,handgun and long gun,NA,NA,"This subtitle and the amendments made by this subtitle—
<< 18 USCA § 921 NOTE >>
(1) shall take effect on the date of the enactment of this Act; and
(2) are repealed effective as of the date that is 10 years after that date.",NA,CA1111
California,CA,06,2024,1,minimum age,youth possession,long gun,18,NA,"Before 2012, section titled Cal. Penal Code § 12102. ""Minor"" defined by Cal. Fam. Code § 6500 as under 18..",NA,CA1112
California,CA,06,2024,1,minimum age,minimum age purchase - federal,long gun,21,NA,NA,NA,CA1113
California,CA,06,2024,1,minimum age,minimum age purchase - federal,handgun,18,NA,NA,NA,CA1114
California,CA,06,2024,1,minimum age,minimum age possession - federal,handgun,18,NA,NA,NA,CA1115
California,CA,06,2024,1,prohibited possessor,violent misdemeanor,handgun and long gun,NA,NA,NA,NA,CA1116
California,CA,06,2024,0,prohibited possessor,violent misdemeanor,handgun and long gun,NA,NA,NA,NA,CA1117
California,CA,06,2024,1,carrying a concealed weapon (ccw),shall issue,handgun,21,NA,NA,NA,CA1118
Colorado,CO,08,2024,1,background checks,private sales : point of sale,long gun,NA,NA,NA,NA,CO1001
Colorado,CO,08,2024,0,background checks,sales from dealer,handgun,NA,NA,NA,NA,CO1003
Colorado,CO,08,2024,1,background checks,sales from dealer,handgun,NA,NA,"Although the Colorado law was repealed, then later replaced, the Federal law continued requiring background checks, so this isn't a repeal of the policy.",NA,CO1004
Colorado,CO,08,2024,0,carrying a concealed weapon (ccw),may issue,handgun,NA,NA,"Many sources cite Colo. Rev. Stat. §18-12-105.1 (1981) as implementing ""may issue"" in Colorado, but we believe this language is sufficient to establish ""may issue.""",NA,CO1007
